k,regressor,VA,RMSE,r2,file_type,dynamic,feature_sel,selection_method,pearson_treshold,max_features
9,Lasso,V(mean),0.15390767812904316,-0.042548487259705614,fusion,True,True,Pearson,0.1,0
9,ElasticNet,V(mean),0.15390767812904316,-0.042548487259705614,fusion,True,True,Pearson,0.1,0
9,Ridge,V(mean),0.11790180139657558,0.3745180647153581,fusion,True,True,Pearson,0.1,0
9,DT,V(mean),0.13234840951731214,0.23118380230398894,fusion,True,True,Pearson,0.1,0
9,RF,V(mean),0.12141756327511163,0.36436063024120746,fusion,True,True,Pearson,0.1,0
9,LR,A(mean),0.10758424620956966,0.5688813843481597,fusion,True,True,Pearson,0.1,0
9,Lasso,A(mean),0.17102362043958103,-0.027114635076742964,fusion,True,True,Pearson,0.1,0
9,ElasticNet,A(mean),0.17102362043958103,-0.027114635076742964,fusion,True,True,Pearson,0.1,0
9,Ridge,A(mean),0.10752736586812954,0.5693212055657728,fusion,True,True,Pearson,0.1,0
9,DT,A(mean),0.1286230995637691,0.4006517906282657,fusion,True,True,Pearson,0.1,0
9,RF,A(mean),0.12705967146583763,0.4357006982027857,fusion,True,True,Pearson,0.1,0
9,LR,V(std),0.09154092588405059,-0.03547386971978528,fusion,True,True,Pearson,0.1,0
9,Lasso,V(std),0.09151565573187517,-0.03100506406789356,fusion,True,True,Pearson,0.1,0
9,ElasticNet,V(std),0.09151565573187517,-0.03100506406789356,fusion,True,True,Pearson,0.1,0
9,Ridge,V(std),0.09153110200196181,-0.03523819934710172,fusion,True,True,Pearson,0.1,0
9,DT,V(std),0.09943777560810278,-0.2362482226379817,fusion,True,True,Pearson,0.1,0
9,RF,V(std),0.08985612349644095,0.006260189810131966,fusion,True,True,Pearson,0.1,0
9,LR,A(std),0.091776242510656,0.045840280590672466,fusion,True,True,Pearson,0.1,0
9,Lasso,A(std),0.09466246958326506,-0.019682916430861952,fusion,True,True,Pearson,0.1,0
9,ElasticNet,A(std),0.09466246958326506,-0.019682916430861952,fusion,True,True,Pearson,0.1,0
9,Ridge,A(std),0.0917445871979785,0.046524252209357644,fusion,True,True,Pearson,0.1,0
9,DT,A(std),0.09987808613640849,-0.13686274907605026,fusion,True,True,Pearson,0.1,0
9,RF,A(std),0.08656350806388571,0.15078760131986108,fusion,True,True,Pearson,0.1,0
10,LR,V(mean),0.11047000418581296,0.4521491821392999,fusion,True,True,embedded,0.0,0
10,Lasso,V(mean),0.15390767812904316,-0.042548487259705614,fusion,True,True,embedded,0.0,0
10,ElasticNet,V(mean),0.15390767812904316,-0.042548487259705614,fusion,True,True,embedded,0.0,0
10,Ridge,V(mean),0.11046916900733321,0.45215783077931554,fusion,True,True,embedded,0.0,0
